year,state,number,gender,name
1931,DC,6,M,Tommy
1931,DE,38,M,Thomas
1931,FL,197,M,Thomas
1931,FL,43,M,Tommy
1931,FL,17,M,Tom
1931,FL,9,M,Tommie
1931,GA,35,F,Tommie
1931,GA,6,F,Thomas
1931,GA,520,M,Thomas
1931,GA,63,M,Tommy
1931,GA,59,M,Tommie
1931,GA,47,M,Tom
1931,HI,81,M,Thomas
1931,IA,229,M,Thomas
1931,IA,34,M,Tom
1931,IA,27,M,Tommy
1931,ID,30,M,Thomas
1931,ID,8,M,Tommy
1931,ID,6,M,Tom
1931,IL,991,M,Thomas
1931,IL,104,M,Tom
1931,IL,40,M,Tommy
1931,IL,7,M,Tommie
1931,IN,400,M,Thomas
1931,IN,63,M,Tom
1931,IN,30,M,Tommy
1931,KS,125,M,Thomas
1931,KS,33,M,Tommy
1931,KS,22,M,Tom
1931,KS,5,M,Tommie
1931,KY,8,F,Tommie
1931,KY,394,M,Thomas
1931,KY,47,M,Tommy
1931,KY,26,M,Tom
1931,KY,12,M,Tommie
1931,LA,12,F,Tommie
1931,LA,223,M,Thomas
1931,LA,43,M,Tommy
1931,LA,37,M,Tom
1931,LA,13,M,Tommie
1931,MA,610,M,Thomas
1931,MD,263,M,Thomas
1931,ME,61,M,Thomas
1931,MI,668,M,Thomas
1931,MI,88,M,Tom
1931,MI,24,M,Tommy
1931,MN,285,M,Thomas
1931,MN,22,M,Tom
1931,MN,9,M,Tommy
1931,MO,342,M,Thomas
1931,MO,58,M,Tommy
1931,MO,43,M,Tom
1931,MO,10,M,Tommie
1931,MS,22,F,Tommie
1931,MS,261,M,Thomas
1931,MS,73,M,Tommie
1931,MS,46,M,Tommy
1931,MS,26,M,Tom
1931,MT,51,M,Thomas
1931,MT,10,M,Tom
1931,MT,10,M,Tommy
1931,NC,7,F,Thomas
1931,NC,560,M,Thomas
1931,NC,75,M,Tommy
1931,NC,28,M,Tom
1931,NC,18,M,Tommie
1931,ND,64,M,Thomas
1931,ND,6,M,Tom
1931,ND,5,M,Tommy
1931,NE,98,M,Thomas
1931,NE,23,M,Tom
1931,NE,19,M,Tommy
1931,NH,34,M,Thomas
1931,NJ,593,M,Thomas
1931,NJ,13,M,Tom
1931,NM,34,M,Thomas
1931,NM,27,M,Tommy
1931,NM,21,M,Tom
1931,NM,9,M,Tomas
1931,NY,13,F,Thomas
1931,NY,1973,M,Thomas
1931,NY,33,M,Tom
1931,NY,9,M,Tommy
1931,OH,6,F,Thomas
1931,OH,999,M,Thomas
1931,OH,116,M,Tom
1931,OH,44,M,Tommy
1931,OK,12,F,Tommie
1931,OK,241,M,Thomas
1931,OK,116,M,Tommy
1931,OK,37,M,Tom
1931,OK,23,M,Tommie
1931,OR,68,M,Thomas
1931,OR,21,M,Tom
1931,OR,14,M,Tommy
1931,PA,5,F,Thomas
1931,PA,1862,M,Thomas
1931,PA,46,M,Tom
1931,PA,16,M,Tommy
1931,RI,117,M,Thomas
1931,SC,359,M,Thomas
1931,SC,29,M,Tommy
1931,SC,26,M,Tommie
1931,SC,18,M,Tom
1931,SD,49,M,Thomas
1931,SD,7,M,Tom
1931,SD,5,M,Tommy
1931,TN,22,F,Tommie
1931,TN,464,M,Thomas
1931,TN,90,M,Tommy
1931,TN,38,M,Tom
1931,TN,27,M,Tommie
1931,TX,91,F,Tommie
1931,TX,13,F,Tommy
1931,TX,639,M,Thomas
1931,TX,224,M,Tommy
1931,TX,93,M,Tommie
1931,TX,87,M,Tom
1931,TX,63,M,Tomas
1931,UT,52,M,Thomas
1931,UT,7,M,Tom
1931,UT,7,M,Tommy
1931,VA,376,M,Thomas
1931,VA,29,M,Tommy
1931,VA,7,M,Tom
1931,VT,33,M,Thomas
1931,WA,114,M,Thomas
1931,WA,28,M,Tom
1931,WA,20,M,Tommy
1931,WI,450,M,Thomas
1931,WI,24,M,Tom
1931,WV,225,M,Thomas
1931,WV,44,M,Tommy
1931,WV,18,M,Tom
1931,WY,15,M,Thomas
1932,AL,31,F,Tommie
1932,AL,480,M,Thomas
1932,AL,76,M,Tommy
1932,AL,71,M,Tommie
1932,AL,42,M,Tom
1932,AR,20,F,Tommie
1932,AR,233,M,Thomas
1932,AR,79,M,Tommy
1932,AR,27,M,Tom
1932,AR,23,M,Tommie
1932,AZ,39,M,Thomas
1932,AZ,32,M,Tom
1932,AZ,16,M,Tommy
1932,AZ,6,M,Tomas
1932,CA,413,M,Thomas
1932,CA,128,M,Tom
1932,CA,85,M,Tommy
1932,CA,11,M,Tomas
1932,CO,81,M,Thomas
1932,CO,26,M,Tommy
1932,CO,24,M,Tom
1932,CT,232,M,Thomas
1932,DC,92,M,Thomas
1932,DE,31,M,Thomas
1932,FL,12,F,Tommie
1932,FL,203,M,Thomas
1932,FL,30,M,Tommy
1932,FL,29,M,Tom
1932,FL,15,M,Tommie
1932,GA,50,F,Tommie
1932,GA,6,F,Thomas
1932,GA,487,M,Thomas
1932,GA,69,M,Tommy
1932,GA,51,M,Tommie
1932,GA,38,M,Tom
1932,HI,87,M,Thomas
1932,HI,5,M,Tom
1932,IA,206,M,Thomas
1932,IA,38,M,Tom
1932,IA,24,M,Tommy
1932,ID,38,M,Thomas
1932,ID,8,M,Tommy
1932,ID,7,M,Tom
1932,IL,5,F,Thomas
1932,IL,913,M,Thomas
1932,IL,128,M,Tom
1932,IL,55,M,Tommy
1932,IL,7,M,Tommie
1932,IN,358,M,Thomas
1932,IN,55,M,Tom
1932,IN,41,M,Tommy
1932,KS,113,M,Thomas
1932,KS,29,M,Tommy
1932,KS,18,M,Tom
1932,KY,7,F,Tommie
1932,KY,351,M,Thomas
1932,KY,42,M,Tommy
1932,KY,31,M,Tom
1932,KY,10,M,Tommie
1932,LA,17,F,Tommie
1932,LA,234,M,Thomas
1932,LA,37,M,Tommy
1932,LA,26,M,Tom
1932,LA,12,M,Tommie
1932,MA,633,M,Thomas
1932,MA,5,M,Tom
1932,MD,306,M,Thomas
1932,MD,6,M,Tommy
1932,MD,5,M,Tom
1932,ME,55,M,Thomas
1932,MI,699,M,Thomas
1932,MI,78,M,Tom
1932,MI,13,M,Tommy
1932,MN,343,M,Thomas
1932,MN,32,M,Tom
1932,MN,5,M,Tommy
1932,MO,370,M,Thomas
1932,MO,57,M,Tommy
1932,MO,50,M,Tom
1932,MO,14,M,Tommie
1932,MS,25,F,Tommie
1932,MS,5,F,Thomas
1932,MS,314,M,Thomas
1932,MS,79,M,Tommie
1932,MS,69,M,Tommy
1932,MS,37,M,Tom
1932,MT,69,M,Thomas
1932,MT,13,M,Tom
1932,MT,6,M,Tommy
1932,NC,11,F,Tommie
1932,NC,7,F,Thomas
1932,NC,608,M,Thomas
1932,NC,74,M,Tommy
1932,NC,27,M,Tom
1932,NC,21,M,Tommie
1932,ND,47,M,Thomas
1932,ND,9,M,Tom
1932,NE,94,M,Thomas
1932,NE,35,M,Tom
1932,NE,8,M,Tommy
1932,NH,31,M,Thomas
1932,NJ,583,M,Thomas
1932,NJ,10,M,Tom
1932,NM,49,M,Thomas
1932,NM,28,M,Tommy
1932,NM,25,M,Tom
1932,NM,10,M,Tomas
1932,NV,7,M,Thomas
1932,NY,12,F,Thomas
1932,NY,1976,M,Thomas
1932,NY,43,M,Tom
1932,NY,26,M,Tommy
1932,OH,964,M,Thomas
1932,OH,127,M,Tom
1932,OH,44,M,Tommy
1932,OK,23,F,Tommie
1932,OK,246,M,Thomas
1932,OK,145,M,Tommy
1932,OK,50,M,Tom
1932,OK,13,M,Tommie
1932,OR,65,M,Thomas
1932,OR,12,M,Tom
1932,OR,10,M,Tommy
1932,PA,6,F,Thomas
1932,PA,1802,M,Thomas
1932,PA,53,M,Tom
1932,PA,19,M,Tommy
1932,RI,87,M,Thomas
1932,SC,8,F,Tommie
1932,SC,405,M,Thomas
1932,SC,47,M,Tommy
1932,SC,17,M,Tom
1932,SC,14,M,Tommie
1932,SD,53,M,Thomas
1932,SD,9,M,Tom
1932,SD,6,M,Tommy
1932,TN,15,F,Tommie
1932,TN,472,M,Thomas
1932,TN,84,M,Tommy
1932,TN,43,M,Tom
1932,TN,27,M,Tommie
1932,TX,98,F,Tommie
1932,TX,13,F,Tommy
1932,TX,604,M,Thomas
1932,TX,232,M,Tommy
1932,TX,110,M,Tom
1932,TX,74,M,Tomas
1932,TX,69,M,Tommie
1932,UT,53,M,Thomas
1932,UT,7,M,Tom
1932,UT,5,M,Tommy
1932,VA,445,M,Thomas
1932,VA,35,M,Tommy
1932,VA,9,M,Tom
1932,VT,23,M,Thomas
1932,WA,98,M,Thomas
1932,WA,29,M,Tom
1932,WA,16,M,Tommy
1932,WI,463,M,Thomas
1932,WI,51,M,Tom
1932,WI,8,M,Tommy
1932,WV,252,M,Thomas
1932,WV,32,M,Tommy
1932,WV,13,M,Tom
1932,WV,6,M,Tommie
1932,WY,25,M,Thomas
1933,AL,42,F,Tommie
1933,AL,429,M,Thomas
1933,AL,75,M,Tommie
1933,AL,72,M,Tommy
1933,AL,38,M,Tom
1933,AR,22,F,Tommie
1933,AR,246,M,Thomas
1933,AR,70,M,Tommy
1933,AR,31,M,Tom
1933,AR,28,M,Tommie
1933,AZ,47,M,Thomas
1933,AZ,21,M,Tom
1933,AZ,12,M,Tommy
1933,AZ,6,M,Tomas
1933,CA,5,F,Tommie
1933,CA,459,M,Thomas
1933,CA,107,M,Tom
1933,CA,88,M,Tommy
1933,CA,6,M,Tomas
1933,CO,67,M,Thomas
1933,CO,24,M,Tom
1933,CO,21,M,Tommy
1933,CT,218,M,Thomas
1933,DC,125,M,Thomas
1933,DC,6,M,Tommy
1933,DE,31,M,Thomas
1933,FL,9,F,Tommie
1933,FL,180,M,Thomas
1933,FL,32,M,Tommy
1933,FL,12,M,Tom
1933,FL,11,M,Tommie
1933,GA,26,F,Tommie
1933,GA,5,F,Thomas
1933,GA,448,M,Thomas
1933,GA,75,M,Tommie
1933,GA,62,M,Tommy
1933,GA,51,M,Tom
1933,HI,79,M,Thomas
1933,IA,202,M,Thomas
1933,IA,52,M,Tom
1933,IA,17,M,Tommy
1933,ID,36,M,Thomas
1933,ID,11,M,Tommy
1933,ID,10,M,Tom
1933,IL,5,F,Thomas
1933,IL,975,M,Thomas
1933,IL,113,M,Tom
1933,IL,44,M,Tommy
1933,IL,5,M,Tommie
1933,IN,414,M,Thomas
1933,IN,52,M,Tom
1933,IN,41,M,Tommy
1933,KS,105,M,Thomas
1933,KS,29,M,Tommy
1933,KS,21,M,Tom
1933,KS,5,M,Tommie
1933,KY,6,F,Tommie
1933,KY,376,M,Thomas
1933,KY,49,M,Tommy
1933,KY,27,M,Tom
1933,KY,11,M,Tommie
1933,LA,11,F,Tommie
1933,LA,241,M,Thomas
1933,LA,27,M,Tommy
1933,LA,21,M,Tom
1933,LA,8,M,Tommie
1933,MA,653,M,Thomas
1933,MD,275,M,Thomas
1933,MD,8,M,Tom
1933,ME,59,M,Thomas
1933,MI,663,M,Thomas
1933,MI,72,M,Tom
1933,MI,13,M,Tommy
1933,MN,324,M,Thomas
1933,MN,24,M,Tom
1933,MN,5,M,Tommy
1933,MO,349,M,Thomas
1933,MO,77,M,Tommy
1933,MO,47,M,Tom
1933,MO,8,M,Tommie
1933,MS,32,F,Tommie
1933,MS,275,M,Thomas
1933,MS,79,M,Tommie
1933,MS,74,M,Tommy
1933,MS,45,M,Tom
1933,MT,63,M,Thomas
1933,MT,11,M,Tommy
1933,MT,9,M,Tom
1933,NC,552,M,Thomas
1933,NC,90,M,Tommy
1933,NC,22,M,Tommie
1933,NC,21,M,Tom
1933,ND,62,M,Thomas
1933,ND,6,M,Tommy
1933,ND,5,M,Tom
1933,NE,126,M,Thomas
1933,NE,34,M,Tom
1933,NE,8,M,Tommy
1933,NH,34,M,Thomas
1933,NJ,6,F,Thomas
1933,NJ,587,M,Thomas
1933,NJ,11,M,Tom
1933,NM,34,M,Thomas
1933,NM,26,M,Tommy
1933,NM,18,M,Tom
1933,NM,8,M,Tomas
1933,NV,5,M,Thomas
1933,NY,10,F,Thomas
1933,NY,1971,M,Thomas
1933,NY,31,M,Tom
1933,NY,15,M,Tommy
1933,OH,5,F,Thomas
1933,OH,965,M,Thomas
1933,OH,123,M,Tom
1933,OH,32,M,Tommy
1933,OK,15,F,Tommie
1933,OK,211,M,Thomas
1933,OK,147,M,Tommy
1933,OK,44,M,Tom
1933,OK,23,M,Tommie
1933,OR,61,M,Thomas
1933,OR,21,M,Tom
1933,OR,6,M,Tommy
1933,PA,8,F,Thomas
1933,PA,1648,M,Thomas
1933,PA,55,M,Tom
1933,PA,14,M,Tommy
1933,RI,86,M,Thomas
1933,SC,8,F,Tommie
1933,SC,339,M,Thomas
1933,SC,43,M,Tommy
1933,SC,26,M,Tommie
1933,SC,19,M,Tom
1933,SD,33,M,Thomas
1933,SD,7,M,Tommy
1933,SD,5,M,Tom
1933,TN,22,F,Tommie
1933,TN,432,M,Thomas
1933,TN,87,M,Tommy
1933,TN,38,M,Tom
1933,TN,37,M,Tommie
1933,TX,90,F,Tommie
1933,TX,9,F,Tommy
1933,TX,8,F,Thomas
1933,TX,597,M,Thomas
1933,TX,251,M,Tommy
1933,TX,96,M,Tom
1933,TX,72,M,Tomas
1933,TX,64,M,Tommie
1933,UT,54,M,Thomas
1933,UT,11,M,Tom
1933,UT,9,M,Tommy
1933,VA,413,M,Thomas
1933,VA,43,M,Tommy
1933,VA,9,M,Tom
1933,VT,29,M,Thomas
1933,WA,111,M,Thomas
1933,WA,24,M,Tom
1933,WA,18,M,Tommy
1933,WI,502,M,Thomas
1933,WI,46,M,Tom
1933,WV,281,M,Thomas
1933,WV,39,M,Tommy
1933,WV,12,M,Tom
1933,WY,25,M,Thomas
1933,WY,10,M,Tommy
1933,WY,7,M,Tom
1934,AK,10,M,Thomas
1934,AL,43,F,Tommie
1934,AL,435,M,Thomas
1934,AL,102,M,Tommy
1934,AL,68,M,Tommie
1934,AL,44,M,Tom
1934,AR,15,F,Tommie
1934,AR,234,M,Thomas
1934,AR,90,M,Tommy
1934,AR,26,M,Tom
1934,AR,20,M,Tommie
1934,AZ,40,M,Thomas
1934,AZ,14,M,Tom
1934,AZ,13,M,Tommy
1934,AZ,7,M,Tomas
1934,CA,404,M,Thomas
1934,CA,138,M,Tom
1934,CA,94,M,Tommy
1934,CA,8,M,Tomas
1934,CA,5,M,Tommie
1934,CO,105,M,Thomas
1934,CO,39,M,Tommy
1934,CO,21,M,Tom
1934,CT,223,M,Thomas
1934,CT,5,M,Tom
1934,DC,106,M,Thomas
1934,DE,30,M,Thomas
1934,FL,5,F,Tommie
1934,FL,218,M,Thomas
1934,FL,42,M,Tommy
1934,FL,14,M,Tom
1934,FL,10,M,Tommie
1934,GA,36,F,Tommie
1934,GA,480,M,Thomas
1934,GA,89,M,Tommy
1934,GA,65,M,Tommie
1934,GA,44,M,Tom
1934,HI,78,M,Thomas
1934,HI,5,M,Tom
1934,IA,260,M,Thomas
1934,IA,58,M,Tom
1934,IA,20,M,Tommy
1934,ID,31,M,Thomas
1934,ID,10,M,Tom
1934,ID,5,M,Tommy
1934,IL,969,M,Thomas
1934,IL,130,M,Tom
1934,IL,39,M,Tommy
1934,IL,5,M,Tommie
1934,IN,418,M,Thomas
1934,IN,56,M,Tom
1934,IN,47,M,Tommy
1934,KS,122,M,Thomas
1934,KS,41,M,Tommy
1934,KS,26,M,Tom
1934,KY,7,F,Tommie
1934,KY,395,M,Thomas
1934,KY,58,M,Tommy
1934,KY,34,M,Tom
1934,KY,10,M,Tommie
1934,LA,10,F,Tommie
1934,LA,206,M,Thomas
1934,LA,41,M,Tommy
1934,LA,30,M,Tom
1934,LA,7,M,Tommie
1934,MA,611,M,Thomas
1934,MD,264,M,Thomas
1934,ME,61,M,Thomas
1934,MI,777,M,Thomas
1934,MI,87,M,Tom
1934,MI,18,M,Tommy
1934,MN,343,M,Thomas
1934,MN,41,M,Tom
1934,MN,8,M,Tommy
1934,MO,339,M,Thomas
1934,MO,75,M,Tommy
1934,MO,55,M,Tom
1934,MO,7,M,Tommie
1934,MS,42,F,Tommie
1934,MS,307,M,Thomas
1934,MS,89,M,Tommy
1934,MS,85,M,Tommie
1934,MS,37,M,Tom
1934,MT,61,M,Thomas
1934,MT,19,M,Tom
1934,MT,7,M,Tommy
1934,NC,596,M,Thomas
1934,NC,110,M,Tommy
1934,NC,16,M,Tommie
1934,NC,13,M,Tom
1934,ND,56,M,Thomas
1934,ND,7,M,Tom
1934,ND,7,M,Tommy
1934,NE,112,M,Thomas
1934,NE,38,M,Tom
1934,NE,23,M,Tommy
1934,NH,35,M,Thomas
1934,NJ,615,M,Thomas
1934,NJ,17,M,Tom
1934,NM,8,F,Tommie
1934,NM,35,M,Thomas
1934,NM,25,M,Tommy
1934,NM,21,M,Tom
1934,NM,8,M,Tomas
1934,NV,9,M,Thomas
1934,NY,6,F,Thomas
1934,NY,2003,M,Thomas
1934,NY,34,M,Tom
1934,NY,15,M,Tommy
1934,OH,1073,M,Thomas
1934,OH,130,M,Tom
1934,OH,48,M,Tommy
1934,OH,7,M,Tommie
1934,OK,15,F,Tommie
1934,OK,251,M,Thomas
1934,OK,165,M,Tommy
1934,OK,51,M,Tom
1934,OK,19,M,Tommie
1934,OR,67,M,Thomas
1934,OR,17,M,Tom
1934,OR,12,M,Tommy
1934,PA,5,F,Thomas
1934,PA,1827,M,Thomas
1934,PA,55,M,Tom
1934,PA,17,M,Tommy
1934,RI,81,M,Thomas
1934,SC,7,F,Tommie
1934,SC,389,M,Thomas
1934,SC,55,M,Tommy
1934,SC,29,M,Tommie
1934,SC,23,M,Tom
1934,SD,62,M,Thomas
1934,SD,13,M,Tom
1934,SD,5,M,Tommy
1934,TN,17,F,Tommie
1934,TN,487,M,Thomas
1934,TN,116,M,Tommy
1934,TN,24,M,Tommie
1934,TN,15,M,Tom
1934,TX,103,F,Tommie
1934,TX,6,F,Tommy
1934,TX,668,M,Thomas
1934,TX,299,M,Tommy
1934,TX,105,M,Tom
1934,TX,89,M,Tomas
1934,TX,66,M,Tommie
1934,UT,48,M,Thomas
1934,UT,12,M,Tom
1934,UT,5,M,Tommy
1934,VA,464,M,Thomas
1934,VA,31,M,Tommy
1934,VA,11,M,Tom
1934,VT,39,M,Thomas
1934,WA,98,M,Thomas
1934,WA,38,M,Tom
1934,WA,17,M,Tommy
1934,WI,488,M,Thomas
1934,WI,57,M,Tom
1934,WI,7,M,Tommy
1934,WV,306,M,Thomas
1934,WV,42,M,Tommy
1934,WV,13,M,Tom
1934,WY,33,M,Thomas
1934,WY,9,M,Tommy
1935,AL,43,F,Tommie
1935,AL,454,M,Thomas
1935,AL,80,M,Tommy
1935,AL,61,M,Tommie
1935,AL,38,M,Tom
1935,AR,22,F,Tommie
1935,AR,248,M,Thomas
1935,AR,83,M,Tommy
1935,AR,32,M,Tommie
1935,AR,31,M,Tom
1935,AZ,49,M,Thomas
1935,AZ,19,M,Tom
1935,AZ,14,M,Tommy
1935,CA,444,M,Thomas
1935,CA,147,M,Tom
1935,CA,82,M,Tommy
1935,CA,12,M,Tomas
1935,CO,90,M,Thomas
1935,CO,28,M,Tommy
1935,CO,24,M,Tom
1935,CT,207,M,Thomas
1935,DC,110,M,Thomas
1935,DC,6,M,Tommy
1935,DE,25,M,Thomas
1935,FL,8,F,Tommie
1935,FL,219,M,Thomas
1935,FL,52,M,Tommy
1935,FL,15,M,Tommie
1935,FL,13,M,Tom
1935,GA,59,F,Tommie
1935,GA,450,M,Thomas
1935,GA,106,M,Tommy
1935,GA,53,M,Tommie
1935,GA,46,M,Tom
1935,HI,74,M,Thomas
1935,IA,256,M,Thomas
1935,IA,79,M,Tom
1935,IA,23,M,Tommy
1935,ID,34,M,Thomas
1935,ID,11,M,Tom
1935,ID,5,M,Tommy
1935,IL,1084,M,Thomas
1935,IL,128,M,Tom
1935,IL,51,M,Tommy
1935,IL,7,M,Tommie
1935,IN,425,M,Thomas
1935,IN,76,M,Tom
1935,IN,43,M,Tommy
1935,IN,7,M,Tommie
1935,KS,105,M,Thomas
1935,KS,39,M,Tommy
1935,KS,25,M,Tom
1935,KY,390,M,Thomas
1935,KY,73,M,Tommy
1935,KY,29,M,Tom
1935,KY,9,M,Tommie
1935,LA,12,F,Tommie
1935,LA,225,M,Thomas
1935,LA,52,M,Tommy
1935,LA,14,M,Tom
1935,LA,14,M,Tommie
1935,MA,643,M,Thomas
1935,MA,7,M,Tom
1935,MD,280,M,Thomas
1935,MD,7,M,Tommy
1935,MD,5,M,Tom
1935,ME,82,M,Thomas
1935,MI,5,F,Thomas
1935,MI,835,M,Thomas
1935,MI,100,M,Tom
1935,MI,17,M,Tommy
1935,MN,367,M,Thomas
1935,MN,39,M,Tom
1935,MN,11,M,Tommy
1935,MO,347,M,Thomas
1935,MO,78,M,Tommy
1935,MO,63,M,Tom
1935,MO,13,M,Tommie
1935,MS,38,F,Tommie
1935,MS,283,M,Thomas
1935,MS,80,M,Tommie
1935,MS,69,M,Tommy
1935,MS,46,M,Tom
1935,MT,74,M,Thomas
1935,MT,24,M,Tom
1935,MT,8,M,Tommy
1935,NC,7,F,Tommie
1935,NC,5,F,Thomas
1935,NC,586,M,Thomas
1935,NC,134,M,Tommy
1935,NC,32,M,Tommie
1935,NC,25,M,Tom
1935,ND,69,M,Thomas
1935,ND,9,M,Tom
1935,NE,110,M,Thomas
1935,NE,39,M,Tom
1935,NE,12,M,Tommy
1935,NH,43,M,Thomas
1935,NJ,602,M,Thomas
1935,NJ,12,M,Tom
1935,NM,38,M,Thomas
1935,NM,32,M,Tommy
1935,NM,16,M,Tom
1935,NV,9,M,Thomas
1935,NY,8,F,Thomas
1935,NY,2060,M,Thomas
1935,NY,44,M,Tom
1935,NY,20,M,Tommy
1935,OH,1046,M,Thomas
1935,OH,176,M,Tom
1935,OH,55,M,Tommy
1935,OK,27,F,Tommie
1935,OK,8,F,Tommy
1935,OK,211,M,Thomas
1935,OK,159,M,Tommy
1935,OK,59,M,Tom
1935,OK,19,M,Tommie
1935,OR,71,M,Thomas
1935,OR,23,M,Tom
1935,OR,10,M,Tommy
1935,PA,7,F,Thomas
1935,PA,1914,M,Thomas
1935,PA,54,M,Tom
1935,PA,27,M,Tommy
1935,RI,82,M,Thomas
1935,SC,405,M,Thomas
1935,SC,56,M,Tommy
1935,SC,22,M,Tommie
1935,SC,17,M,Tom
1935,SD,51,M,Thomas
1935,SD,13,M,Tom
1935,SD,7,M,Tommy
1935,TN,20,F,Tommie
1935,TN,434,M,Thomas
1935,TN,126,M,Tommy
1935,TN,40,M,Tommie
1935,TN,33,M,Tom
1935,TX,96,F,Tommie
1935,TX,12,F,Tommy
1935,TX,621,M,Thomas
1935,TX,310,M,Tommy
1935,TX,91,M,Tomas
1935,TX,78,M,Tom
1935,TX,70,M,Tommie
1935,UT,56,M,Thomas
1935,UT,10,M,Tom
1935,VA,433,M,Thomas
1935,VA,52,M,Tommy
1935,VA,5,M,Tom
1935,VT,30,M,Thomas
1935,WA,117,M,Thomas
1935,WA,40,M,Tom
1935,WA,20,M,Tommy
1935,WI,568,M,Thomas
1935,WI,68,M,Tom
1935,WV,300,M,Thomas
1935,WV,48,M,Tommy
1935,WV,20,M,Tom
1935,WY,23,M,Thomas
1935,WY,9,M,Tommy
1935,WY,5,M,Tom
1936,AK,13,M,Thomas
1936,AL,37,F,Tommie
1936,AL,444,M,Thomas
1936,AL,108,M,Tommy
1936,AL,56,M,Tommie
1936,AL,38,M,Tom
1936,AR,13,F,Tommie
1936,AR,230,M,Thomas
1936,AR,128,M,Tommy
1936,AR,28,M,Tom
1936,AR,20,M,Tommie
1936,AZ,44,M,Thomas
1936,AZ,21,M,Tom
1936,AZ,17,M,Tommy
1936,AZ,5,M,Tomas
1936,CA,515,M,Thomas
1936,CA,126,M,Tom
1936,CA,103,M,Tommy
1936,CA,9,M,Tomas
1936,CA,5,M,Tommie
1936,CO,102,M,Thomas
1936,CO,26,M,Tom
1936,CO,24,M,Tommy
1936,CT,273,M,Thomas
1936,CT,7,M,Tom
1936,DC,112,M,Thomas
1936,DC,7,M,Tommy
1936,DE,47,M,Thomas
1936,FL,16,F,Tommie
1936,FL,206,M,Thomas
1936,FL,60,M,Tommy
1936,FL,20,M,Tom
1936,FL,14,M,Tommie
1936,GA,33,F,Tommie
1936,GA,6,F,Tommy
1936,GA,514,M,Thomas
1936,GA,120,M,Tommy
1936,GA,80,M,Tommie
1936,GA,45,M,Tom
1936,HI,66,M,Thomas
1936,IA,248,M,Thomas
1936,IA,80,M,Tom
1936,IA,26,M,Tommy
1936,ID,37,M,Thomas
1936,ID,8,M,Tom
1936,ID,8,M,Tommy
1936,IL,1129,M,Thomas
1936,IL,146,M,Tom
1936,IL,45,M,Tommy
1936,IL,7,M,Tommie
1936,IN,458,M,Thomas
1936,IN,90,M,Tom
1936,IN,47,M,Tommy
1936,KS,138,M,Thomas
1936,KS,36,M,Tom
1936,KS,32,M,Tommy
1936,KY,379,M,Thomas
1936,KY,62,M,Tommy
1936,KY,24,M,Tom
1936,KY,12,M,Tommie
1936,LA,11,F,Tommie
1936,LA,218,M,Thomas
1936,LA,59,M,Tommy
1936,LA,24,M,Tom
1936,LA,9,M,Tommie
1936,MA,627,M,Thomas
1936,MA,5,M,Tom
1936,MD,277,M,Thomas
1936,MD,6,M,Tommy
1936,ME,68,M,Thomas
1936,MI,6,F,Thomas
1936,MI,931,M,Thomas
1936,MI,103,M,Tom
1936,MI,18,M,Tommy
1936,MN,405,M,Thomas
1936,MN,32,M,Tom
1936,MN,9,M,Tommy
1936,MO,376,M,Thomas
1936,MO,73,M,Tommy
1936,MO,57,M,Tom
1936,MO,12,M,Tommie
1936,MS,25,F,Tommie
1936,MS,292,M,Thomas
1936,MS,76,M,Tommy
1936,MS,73,M,Tommie
1936,MS,37,M,Tom
1936,MT,76,M,Thomas
1936,MT,15,M,Tom
1936,MT,12,M,Tommy
1936,NC,7,F,Tommie
1936,NC,5,F,Thomas
1936,NC,588,M,Thomas
1936,NC,123,M,Tommy
1936,NC,31,M,Tommie
1936,NC,19,M,Tom
1936,ND,63,M,Thomas
1936,ND,10,M,Tom
1936,ND,5,M,Tommy
1936,NE,106,M,Thomas
1936,NE,43,M,Tom
1936,NE,17,M,Tommy
1936,NH,33,M,Thomas
1936,NJ,629,M,Thomas
1936,NJ,10,M,Tom
1936,NM,5,F,Tommie
1936,NM,35,M,Thomas
1936,NM,33,M,Tommy
1936,NM,20,M,Tom
1936,NM,7,M,Tomas
1936,NM,6,M,Tommie
1936,NV,9,M,Thomas
1936,NY,2031,M,Thomas
1936,NY,43,M,Tom
1936,NY,18,M,Tommy
1936,OH,1116,M,Thomas
1936,OH,167,M,Tom
1936,OH,58,M,Tommy
1936,OH,7,M,Tommie
1936,OK,18,F,Tommie
1936,OK,5,F,Tommy
1936,OK,230,M,Thomas
1936,OK,145,M,Tommy
1936,OK,54,M,Tom
1936,OK,18,M,Tommie
1936,OR,73,M,Thomas
1936,OR,20,M,Tom
1936,OR,8,M,Tommy
1936,PA,9,F,Thomas
1936,PA,1961,M,Thomas
1936,PA,53,M,Tom
1936,PA,15,M,Tommy
1936,RI,101,M,Thomas
1936,SC,390,M,Thomas
1936,SC,59,M,Tommy
1936,SC,30,M,Tommie
1936,SC,13,M,Tom
1936,SD,62,M,Thomas
1936,SD,15,M,Tom
1936,SD,6,M,Tommy
1936,TN,24,F,Tommie
1936,TN,437,M,Thomas
1936,TN,144,M,Tommy
1936,TN,43,M,Tom
1936,TN,20,M,Tommie
1936,TX,83,F,Tommie
1936,TX,7,F,Thomas
1936,TX,7,F,Tommy
1936,TX,622,M,Thomas
1936,TX,309,M,Tommy
1936,TX,91,M,Tomas
1936,TX,81,M,Tommie
